Sector,Year,AvgReturn,AvgVolatility,SectorBenchmark
"Insurance: Life, Health (Stock)",2006,0.0790465894388035,68.33574724197388,0.07904658745974302
Industrial and Farm Equipment,2021,0.07890075072646141,99.78903198242188,0.07890075072646141
"Mail, Package, and Freight Delivery",2017,0.07885325240204111,62.15079689025879,0.0945268995128572
Pipelines,2024,0.078751590827273,44.868104722764755,0.07875159072379272
Information Technology Services,2021,0.07873785216361284,86.35733222961426,0.07873785216361284
Commercial Banks,2006,0.07871156288456405,54.12230443954468,0.07925390917807817
Metals,1996,0.07871151436120272,98.21215057373047,0.07871151436120272
Insurance: Property and Casualty (Mutual),2016,0.07863064063712955,58.69273090362549,0.07863064063712955
Specialty Retailers: Apparel,2025,0.07842848682776093,53.794020652770996,0.07842848682776093
Diversified Financials,2003,0.07829331792891026,96.59457206726074,0.107580725569278
Food Consumer Products,2021,0.07823151163756847,56.1409969329834,0.07823151163756847
Household And Personal Products,2024,0.07817794010043144,43.60289192199707,0.07817794010043144
"Electronics, Electrical Equipment",2012,0.07816908694803715,81.29906845092773,0.07816908694803715
Industrial and Farm Equipment,2004,0.07747244695201516,93.05217933654785,0.07747244695201516
Food,1997,0.07723124325275421,107.98128318786621,0.09624958515632898
"Insurance: Life, Health (Mutual)",2025,0.0765253271907568,80.52244567871094,0.0765253271907568
Wholesalers: Electronics and Office Equipment,2024,0.07582030693689983,89.3995590209961,0.07582030693689983
Information Technology Services,2006,0.07558571151457727,55.53325843811035,0.07558571151457727
Telecommunications,2010,0.07539577223360538,54.706982135772705,0.07611203053966165
Food,2002,0.07533372403122485,115.47415924072266,0.06701415777206421
General Merchandisers,2013,0.07474681826715823,50.06889247894287,0.07474681826715823
Food & Drug Stores,2006,0.07441773731261492,61.526689529418945,0.07441773731261492
Pipelines,2011,0.07435009349137545,79.67487621307373,0.07435009349137545
Specialty Retailers: Other,2015,0.0741022489964962,67.85147285461426,0.0741022489964962
Insurance: Property and Casualty (Mutual),2003,0.07399547472596169,78.65542411804199,0.07399547472596169
Food,2020,0.07388277351856232,138.73769569396973,0.07388277351856232
Insurance: Property and Casualty (Stock),2003,0.07375090010464191,118.4073371887207,0.07375090010464191
Pharmaceuticals,2014,0.0730948780401377,63.25118637084961,0.0730948792770505
Insurance: Property and Casualty (Stock),2022,0.07296211458742619,128.75331497192383,0.07296211458742619
Specialty Retailers,2006,0.07261799182742834,124.90220832824707,0.07261799182742834
"Mail, Package, and Freight Delivery",2023,0.07235337421298027,77.19350576400757,0.10754365986213088
Food Consumer Products,2014,0.0723368781618774,49.58620262145996,0.0723368781618774
Food,2019,0.07140999753028154,80.82509803771973,0.07140999753028154
"Mail, Package, and Freight Delivery",2002,0.07120478246361017,76.85272026062012,0.07120478246361017
Health Care: Insurance and Managed Care,2024,0.07080301145712535,92.08073170979817,0.07080301145712535
Commercial Banks,1999,0.07046034082304686,147.3404402732849,0.06590807624161243
Food,2003,0.07042683009058237,84.84894752502441,0.05980858765542507
Pipelines,2023,0.07007133821025491,48.67663764953613,0.07007133960723877
Food & Drug Stores,2020,0.06854902766644955,215.49564361572266,0.06854902766644955
Health Care: Insurance and Managed Care,2019,0.06848021736368537,137.68355751037598,0.07932277885265648
Specialty Retailers: Apparel,2018,0.06842592544853687,78.1429615020752,0.06842592544853687
Specialty Retailers,2023,0.06763555365614593,84.82333564758301,0.050758640049025416
Specialty Retailers: Other,2011,0.06748206913471222,82.02769470214844,0.06748206913471222
Food Consumer Products,2017,0.0674507450312376,38.51717948913574,0.0674507450312376
Insurance: Property and Casualty (Mutual),2009,0.06739050056785345,235.02010536193848,0.06739050056785345
Food & Drug Stores,2011,0.06727543100714684,113.09624671936035,0.06727543100714684
Petroleum Refining,2023,0.06723623846968015,88.17954434288873,0.06058340219573842
Internet Services and Retailing,2021,0.06689830706454813,104.75752544403076,0.08202561549842358
Specialty Retailers,2004,0.06660931528313085,110.68928718566895,0.06660931528313085
Food Consumer Products,2020,0.06650964543223381,110.44794654846191,0.06650964543223381
Food & Drug Stores,2004,0.06644552887883037,54.62688446044922,0.06644552887883037
Commercial Banks,2010,0.06634854375442956,136.36597347259521,0.050939876469783485
Food Consumer Products,2009,0.0660986676812172,91.78684425354004,0.0660986676812172
Network and Other Communications Equipment,1998,0.06599728763103485,163.6570930480957,0.06599728763103485
Pharmaceutical,2023,0.06577745239095141,46.21056811014811,0.09564365916109334
Internet Services And Retailing,2024,0.06566035151481628,64.27648468017578,0.06566035151481628
General Merchandisers,2016,0.06486718216910958,72.17624378204346,0.06486718216910958
Food,2004,0.06467769620940089,49.86270523071289,0.06467769620940089
"Mail, Package, and Freight Delivery",2014,0.06381188984960318,61.10092496871948,0.07174547296017408
General Merchandisers,2012,0.06318599637597799,61.743913650512695,0.06318599637597799
Information Technology Services,2007,0.06310991011559963,75.36318588256836,0.06310991011559963
Petroleum Refining,2019,0.06307940794795286,108.86187314987183,0.059299959102645516
Entertainment,2015,0.06300332583487034,80.30810260772705,0.06300332583487034
Health Care,2020,0.06246626563370228,148.66665172576904,0.08007679646834731
Entertainment,2010,0.0621849000453949,74.42572689056396,0.06218490260653198
Commercial Banks,2014,0.06205845432123169,71.04542994499207,0.06683935038745403
Health Care,2017,0.06159564515110105,67.27929973602295,0.08683881908655167
Specialty Retailers,2005,0.061426459811627865,130.65610885620117,0.061426459811627865
General Merchandisers,2001,0.06139191333204508,132.5721607208252,0.06139191333204508
Insurance: Property and Casualty (Mutual),2002,0.061316770035773516,95.67964935302734,0.061316770035773516
Industrial and Farm Equipment,2000,0.060908302664756775,167.0312156677246,0.060908302664756775
Energy,2005,0.06038012681528926,67.63772296905518,0.06038012681528926
Insurance: Property and Casualty (Stock),2024,0.06033281103009358,77.06821314493816,0.06033281103009358
Health Care,2010,0.059781871270388365,99.1076021194458,0.06511415913701057
"Electronics, Electrical Equipment",2016,0.058938817121088505,70.41565322875977,0.058938817121088505
Pharmaceuticals,2018,0.05867414502426982,73.14470195770264,0.05867414455860853
Metals,1997,0.058575887233018875,103.5359878540039,0.058575887233018875
Food Consumer Products,2005,0.058425591327250004,47.40882110595703,0.058425591327250004
Specialty Retailers: Apparel,2021,0.05831348360516131,99.4140682220459,0.05831348360516131
Health Care: Insurance and Managed Care,2018,0.05816604942083359,100.28506660461426,0.05816851742565632
Pharmaceuticals,2016,0.05814610968809575,66.85462856292725,0.05814611166715622
Pharmaceutical,2024,0.058090818544419914,54.11799122737004,0.06995630049361633
Motor Vehicles & Parts,2019,0.05801908439025283,97.8848876953125,0.05801908439025283
Insurance,2023,0.05773947760462761,22.13596471150716,0.10457602143287659
"Insurance: Life, Health (Stock)",2016,0.0575631115740786,113.70312309265137,0.05756310932338238
Health Care,2012,0.05747948866337538,75.46687984466553,0.05151112284511328
Food Consumer Products,2004,0.057454443303868175,56.50370502471924,0.0610660701058805
Insurance: Property and Casualty (Stock),1998,0.05726981535553932,125.15872383117676,0.07481132633984089
Health Care,2024,0.056494893299208745,66.64424090915256,0.054636316994826
Wholesalers,2014,0.056089857942424715,56.90884971618652,0.056089857942424715
General Merchandisers,2011,0.055653144139796495,61.769124031066895,0.055653144139796495
Health Care: Insurance and Managed Care,2020,0.05525827594101429,189.6515588760376,0.07527147000655532
Internet Services and Retailing,2025,0.054968542522854276,91.43455166286893,0.06945866180790795
Network and Other Communications Equipment,1996,0.054617760702967644,153.14117813110352,0.054617760702967644
Insurance: Property and Casualty (Stock),1996,0.054458334372611716,93.6331615447998,0.06495326571166515
Pharmaceuticals,2009,0.054324742406606674,69.25790023803711,0.054324742406606674
Petroleum Refining,2011,0.05407594206432501,129.8978385925293,0.05532104894518852
Food Consumer Products,2003,0.05399120505899191,78.8686351776123,0.046281653456389904
Insurance: Property and Casualty (Stock),2015,0.05393683537840843,78.27327728271484,0.05393683537840843
"Mail, Package, and Freight Delivery",2019,0.05375704891048372,113.85493755340576,0.03808107250370085
Insurance: Property and Casualty (Mutual),2021,0.05352171557024121,78.33528137207031,0.05352171557024121
"Electronics, Electrical Equipment",2014,0.05349643109366298,60.63118648529053,0.05349643109366298
Forest and Paper Products,1997,0.05307624023407698,123.42095184326172,0.05307624023407698
Wholesalers: Health Care,2024,0.05301572382450104,83.22094853719075,0.05301572382450104
Information Technology Services,2010,0.052938236854970455,68.54353904724121,0.052938236854970455
Motor Vehicles & Parts,2024,0.052861031610518694,118.03520520528157,0.05286103207617998
Petroleum Refining,1999,0.052487878361716866,105.86771202087402,0.052487878361716866
Information Technology Services,2022,0.052095436956733465,90.63092803955078,0.052095436956733465
General Merchandisers,2014,0.052039678674191236,48.98547172546387,0.052039678674191236
Petroleum Refining,2016,0.05121604260057211,133.79990434646606,0.055613827891647816
Wholesalers,2017,0.05112828966230154,58.844533920288086,0.05112828966230154
Telecommunications,1998,0.05104162264615297,98.25360679626465,0.05104162264615297
"Insurance: Life, Health (Stock)",2020,0.05090051330626011,206.70349820454916,0.050900514237582684
Telecommunications,2024,0.05084266182250129,63.27780503493089,0.050842661124009356
Entertainment,2000,0.050612116712727584,173.9371566772461,0.05061211530119181
Food & Drug Stores,2025,0.04989440739154816,71.21414642333984,0.04989440739154816
Telecommunications,2006,0.04938982301973738,57.75624203681946,0.07421211991459131
Insurance: Property and Casualty (Stock),2014,0.04919750173576176,66.32833480834961,0.04919750173576176
Health Care,2015,0.04909406788647175,86.15838146209717,0.05907476879656315
Industrial and Farm Equipment,1999,0.04891110584139824,165.83877182006836,0.04891110584139824
Pipelines,2012,0.048787073232233524,64.08412837982178,0.048787073232233524
,2005,0.048314967461573405,84.70663188752674,0.0
Wholesalers,2021,0.048253494780510664,100.85682678222656,0.048253494780510664
,2004,0.04804313209024258,94.52632858878688,0.0
Entertainment,2007,0.047473324462771416,79.98230934143066,0.0474733249284327
Industrial and Farm Equipment,2006,0.047432178631424904,108.40324783325195,0.047432178631424904
Specialty Retailers: Apparel,2022,0.0469523910433054,129.10411643981934,0.0469523910433054
Motor Vehicles & Parts,2025,0.0467668871084849,70.84274673461914,0.0467668871084849
"Electronics, Electrical Equipment",2004,0.04671923635760322,86.77315902709961,0.04671923635760322
Food Consumer Products,1996,0.04669730179011822,93.57147979736328,0.07048343494534492
,2017,0.0461593764563519,78.34599375080418,0.0
Chemicals,2021,0.04586494364775717,114.40722465515137,0.04586494364775717
Wholesalers,2012,0.04545028414577246,52.80132579803467,0.04545028414577246
Specialty Retailers: Other,2018,0.045376515947282314,76.16905212402344,0.045376515947282314
"Automotive Retailing, Services",2002,0.04474218562245369,195.0688018798828,0.04474218562245369
Pharmaceuticals,2012,0.0446860792580992,48.75918912887573,0.044686079025268555
Pharmaceuticals,2017,0.04468342906329781,51.542558670043945,0.04468343092594296
Food & Drug Stores,2010,0.04461395042017102,125.60971069335938,0.04461395042017102
Pharmaceuticals,2011,0.04459274373948574,73.84704828262329,0.04459274373948574
"Electronics, Electrical Equipment",2011,0.044218785129487514,117.65450668334961,0.044218785129487514
Telecommunications,2015,0.043924059718847275,67.18796634674072,0.035955553874373436
"Insurance: Life, Health (Stock)",2012,0.043573787552304566,112.66187000274658,0.04357379116117954
Chemicals,2023,0.04356449004262686,88.39451599121094,0.04356449004262686
Telecommunications,2012,0.043371705804020166,60.27959156036377,0.045188715797849
"Insurance: Life, Health (Stock)",1999,0.04284233972430229,136.2369499206543,0.04284233972430229
General Merchandisers,2025,0.04261325237651666,47.56910069783529,0.04261325237651666
Insurance: Property and Casualty (Stock),2023,0.04257388971745968,79.96714639663696,0.04257388971745968
"Mining, Crude-Oil Production",2023,0.04254612326622009,20.98541831970215,0.04254612326622009
Commercial Banks,2004,0.04253229728201404,61.445295906066896,0.046959200873970985
Wholesalers,2020,0.04253204166889191,231.54490280151367,0.04253204166889191
Petroleum Refining,2024,0.04224968422204256,70.0416202545166,0.042249683290719986
Food & Drug Stores,2002,0.04171019792556763,169.13872909545898,0.04171019792556763
Entertainment,2024,0.0416099950671196,75.36048889160156,0.0416099950671196
Specialty Retailers,2014,0.041473571211099625,156.81655883789062,0.041473571211099625
"Insurance: Life, Health (Stock)",2007,0.04139835969544947,87.16032314300537,0.04139835946261883
Diversified Financials,2011,0.04122137278318405,344.8670654296875,0.054248403990641236
Telecommunications,1997,0.040788212325423956,61.505231857299805,0.040788212325423956
Food Consumer Products,2010,0.04060598602518439,58.558897972106934,0.04060598602518439
Insurance: Property and Casualty (Mutual),2010,0.04048184119164944,101.46961784362793,0.04048184119164944
"Scientific, Photographic and Control Equipment",2021,0.04033643938601017,72.54538154602051,0.04033643938601017
Health Care,2007,0.04030854091979563,78.71535682678223,0.04030854091979563
Information Technology Services,2023,0.040221611969172955,49.81271052360535,0.040221611969172955
Pharmaceuticals,2021,0.04016774985939264,70.53263092041016,0.040167749393731356
Specialty Retailers: Other,2006,0.039892980828881264,82.79741287231445,0.039892980828881264
Food & Drug Stores,2016,0.03965479414910078,91.16552352905273,0.03965479414910078
Food & Drug Stores,2000,0.03926711156964302,174.18640899658203,0.03926711156964302
Energy,2023,0.03903473634272814,108.94598722457886,0.03903473634272814
Entertainment,2011,0.038973513059318066,90.41220569610596,0.038973516784608364
Wholesalers,2024,0.038815034988025826,48.628552500406904,0.04048432111740112
Wholesalers,1996,0.038245406933128834,86.63189315795898,0.038245406933128834
Telecommunications,2004,0.038135594921186566,68.4417176246643,0.05292511451989412
Specialty Retailers: Apparel,2016,0.03745803632773459,77.24792671203613,0.03745803632773459
"Electronics, Electrical Equipment",2005,0.03725298517383635,77.43111038208008,0.03725298517383635
Forest and Paper Products,2006,0.03720944619271904,80.33625221252441,0.03720944561064243
"Insurance: Life, Health (Stock)",2015,0.03713049553334713,99.47007878621419,0.03713049599900842
Food Consumer Products,2015,0.03697748947888613,59.491798400878906,0.03697748947888613
Petroleum Refining,1998,0.036855673417449,98.40329265594482,0.03685567551292479
Motor Vehicles & Parts,2016,0.0367457065731287,99.04823112487793,0.0367457065731287
,2016,0.036219896884990464,97.80413961410522,0.0
Forest and Paper Products,1996,0.03595923725515604,87.61854362487793,0.03595923725515604
Food Consumer Products,2022,0.03590606548823416,75.21101665496826,0.03590606548823416
Specialty Retailers,2021,0.035660588182508945,126.96097373962402,0.035660588182508945
Specialty Retailers,2007,0.03558434476144612,83.13802719116211,0.03558434476144612
,2011,0.034998241565049146,128.4132784352158,0.0
Health Care: Insurance and Managed Care,2022,0.03454842127393931,118.71970558166504,0.03529918659478426
"Insurance: Life, Health (Stock)",2003,0.03419084982791295,134.90571657816568,0.03419085219502449
Industrial and Farm Equipment,2013,0.03365332027897239,73.89421272277832,0.03365332027897239
Insurance: Property and Casualty (Stock),2016,0.03358804760500789,86.08283615112305,0.03358804760500789
Specialty Retailers: Other,2000,0.03252406045794487,235.62006759643555,0.03252406045794487
,2001,0.03250371243339032,145.18742307027182,0.0
Food Consumer Products,2006,0.032438153866678476,43.486300468444824,0.032438153866678476
Pharmaceutical,2019,0.03232712484896183,100.83863067626953,0.03232712484896183
General Merchandisers,2007,0.03184675890952349,76.75985527038574,0.03184675890952349
Insurance: Property and Casualty (Mutual),2020,0.03166122641414404,141.33345222473145,0.03166122641414404
Wholesalers,2010,0.03151898458600044,68.02482414245605,0.03151898458600044
Insurance: Property and Casualty (Mutual),2005,0.03144593443721533,60.98416042327881,0.03144593443721533
"Electronics, Electrical Equipment",2015,0.03137029753997922,74.90299129486084,0.03137029753997922
Food & Drug Stores,2014,0.03133513033390045,67.22280216217041,0.03133513033390045
"Insurance: Life, Health (Mutual)",2012,0.031109267845749855,159.66822052001953,0.031109267845749855
Forest and Paper Products,2001,0.031069478718563914,136.37885856628418,0.031069478718563914
Health Care,2016,0.03101068575051613,77.87490940093994,0.06482703424990177
Information Technology Services,2004,0.030825677327811718,57.71721172332764,0.030825677327811718
Telecommunications,2025,0.030573905947116706,80.23432042048528,0.03918331001813595
Metals,2006,0.02993270941078663,102.77225112915039,0.02993270941078663
"Mail, Package, and Freight Delivery",2012,0.029524854035116732,71.99969530105591,0.0343103347113356
General Merchandisers,2003,0.02940833568572998,89.58256530761719,0.02940833568572998
Telecommunications,2021,0.029034501407295465,85.4792176882426,0.016675880877301097
Entertainment,2025,0.02903338149189949,79.49704170227051,0.02903338149189949
"Mail, Package, and Freight Delivery",1999,0.028841448575258256,164.89842529296874,0.03533373177051544
Pharmaceuticals,2025,0.02865348214452917,52.06688620827415,0.028653483499180187
Commercial Banks,2001,0.028628897794988006,137.68143812815347,0.0245057069696486
"Scientific, Photographic and Control Equipment",2011,0.028543343767523766,104.92494583129883,0.028543343767523766
Food Consumer Products,2016,0.028446032665669918,54.056453704833984,0.028446032665669918
Industrial and Farm Equipment,2014,0.027561241760849953,73.50950813293457,0.027561241760849953
Pharmaceuticals,1999,0.027399788610637188,114.51027393341064,0.027399788523325697
Insurance: Property and Casualty (Stock),2006,0.026695463806390762,52.27474594116211,0.026695463806390762
Information Technology Services,2020,0.026560841128230095,142.65501022338867,0.026560841128230095
Insurance: Property and Casualty (Stock),2005,0.026397190988063812,79.25622367858887,0.026397190988063812
Wholesalers,2018,0.02638538065366447,78.86402893066406,0.02638538065366447
Food Consumer Products,2011,0.02618050843011588,64.16969299316406,0.02618050843011588
Food & Drug Stores,2005,0.025897708721458912,65.23635196685791,0.025897708721458912
Pharmaceuticals,2023,0.02570515764611108,62.37989752633231,0.02570515658174242
Wholesalers,2015,0.025578745640814304,66.43256092071533,0.025578745640814304
Wholesalers,2002,0.02555077988654375,120.79812240600586,0.02555077988654375
Petroleum Refining,2015,0.02524641882337164,113.63521981239319,-0.004201437812298536
Food,2018,0.02501165121793747,70.0355634689331,0.02501165121793747
Energy,2013,0.024495995370671153,92.89449501037598,0.024495995370671153
Energy,2001,0.024387523997575045,141.53558826446533,0.024387525190832093
General Merchandisers,1996,0.02429122570902109,118.47683143615723,0.02429122570902109
Information Technology Services,2012,0.024176251143217087,64.51499080657959,0.024176251143217087
Industrial and Farm Equipment,2011,0.024156520143151283,135.62535285949707,0.024156520143151283
Computer Software,2023,0.0241335891187191,19.164705276489258,0.0241335891187191
Food Consumer Products,2012,0.024063620250672102,41.940253257751465,0.024063620250672102
Wholesalers,2011,0.023668321780860424,78.9498176574707,0.023668321780860424
"Mail, Package, and Freight Delivery",2006,0.023186314560007304,79.0587215423584,0.025997353717684746
Forest and Paper Products,2004,0.023124453029595315,80.01673030853271,0.023124451749026775
Telecommunications,2011,0.02262909896671772,62.90766263008118,0.04074828699231148
Diversified Financials,2014,0.02201083954423666,298.4349555969238,0.02667297702282667
Entertainment,1999,0.02199581521563232,142.1149730682373,0.02199581521563232
,2007,0.021944212514378617,106.08465782098011,0.0
Health Care,1999,0.021569323536823504,195.23909187316895,0.05489739775657654
"Aerospace, Defense",2024,0.02154441860814889,63.18888473510742,0.02154441666789353
Motor Vehicles & Parts,2015,0.020917285233736038,95.41553497314453,0.020917285233736038
Health Care,2018,0.020433401223272085,97.63000965118408,0.033012595027685165
Specialty Retailers: Other,2005,0.020079410634934902,81.62113857269287,0.020079410634934902
Petroleum Refining,2014,0.019912774601834826,87.38968062400818,0.020867621060460806
Wholesalers,2022,0.019772501662373543,112.94170188903809,0.019772501662373543
Specialty Retailers: Apparel,2017,0.019727048464119434,65.1394271850586,0.019727048464119434
Securities,2008,0.01963808899745345,438.14129638671875,-0.036165261175483465
Pharmaceuticals,2020,0.019528030650690198,103.62866830825806,0.019528030417859554
Health Care,2002,0.019493900937959552,126.08388710021973,0.04197338968515396
Commercial Banks,2005,0.01914603222394362,49.91195464134216,0.01886623166501522
Wholesalers,2004,0.018643997609615326,72.67467021942139,0.018643997609615326
"Automotive Retailing, Services",2004,0.018366814241744578,68.93292808532715,0.018366814241744578
Telecommunications,2014,0.01795085344929248,61.15307092666626,0.014048089273273945
Health Care,2006,0.017627733293920755,101.86196708679199,-0.0030100494623184204
,2015,0.017336074836386068,102.83349821450827,0.0
Industrial and Farm Equipment,1998,0.01705056242644787,149.0909881591797,0.01705056242644787
Health Care,2023,0.01659388914704323,67.75376348495483,0.0016081827925518155
Information Technology Services,2017,0.01616444531828165,74.10821437835693,0.01616444531828165
Petroleum Refining,2001,0.01580170588567853,103.8421983718872,0.02697503101080656
General Merchandisers,2022,0.015318237245082855,101.0313720703125,0.015318237245082855
Specialty Retailers: Other,2024,0.015109687189882,21.9695561726888,0.015109687189882
Food & Drug Stores,2024,0.014945782721042633,52.231252670288086,0.014945780858397484
"Insurance: Life, Health (Stock)",2025,0.01492354475935413,89.63814336603338,0.01492354426194321
Food Consumer Products,2024,0.013980573043227196,49.56332778930664,0.013980573043227196
Food Consumer Products,2001,0.013333885464817286,90.57279205322266,0.008247103542089462
"Scientific, Photographic and Control Equipment",1997,0.012947032693773508,94.15035629272461,0.012947032693773508
General Merchandisers,2009,0.012482146732509136,84.99466228485107,0.012482146732509136
Securities,2005,0.012457974953576922,51.36115562915802,0.01769654219970107
"Mail, Package, And Freight Delivery",2024,0.011924868915230036,81.63953590393066,0.011924868216738105
General Merchandisers,2004,0.011151984974276274,65.81597232818604,0.011151984974276274
General Merchandisers,2010,0.01106522511690855,54.047484397888184,0.01106522511690855
Information Technology Services,2013,0.010708780959248543,70.6680383682251,0.010708780959248543
Pharmaceuticals,2005,0.010585926473140717,76.61037302017212,0.010585927404463291
Diversified Financials,2020,0.010389363393187523,250.57545471191406,0.039469199371524155
Entertainment,2017,0.0096562938997522,58.42071580886841,0.009656295529566705
Specialty Retailers: Other,2025,0.009636643528938293,51.04755554199219,0.009636643528938293
Insurance: Property and Casualty (Stock),2004,0.009224824490956962,80.44126224517822,0.009224824490956962
"Electronics, Electrical Equipment",1997,0.009038679301738739,108.39471054077148,0.009038679301738739
Wholesalers: Electronics and Office Equipment,2018,0.008464961312711239,208.5437355041504,0.008464961312711239
General Merchandisers,2021,0.008452752837911248,61.664549827575684,0.008452752837911248
Industrial and Farm Equipment,2012,0.008395575918257236,105.32888984680176,0.008395575918257236
Health Care,2022,0.008282475639134645,99.50679111480713,0.017788556637242436
"Electronics, Electrical Equipment",2021,0.00716421427205205,73.27263069152832,0.00716421427205205
General Merchandisers,2006,0.006502190604805946,66.56396484375,0.006502190604805946
Telecommunications,2018,0.00621410645544529,104.22946612040202,0.01529042236506939
Energy,2012,0.005764437839388847,110.58866500854492,0.005764437839388847
"Computers, Office Equipment",1996,0.005303942103637382,200.4189691543579,0.005303934216499329
Forest and Paper Products,2007,0.004989186301827431,87.84098434448242,0.004989186301827431
Securities,2023,0.004178026070197423,93.86386362711589,0.004178026070197423
Pipelines,2025,0.004103898795114623,59.09671190049913,0.004103899519476626
Specialty Retailers: Other,2016,0.004090014728717506,70.3363037109375,0.004090014728717506
"Mail, Package, and Freight Delivery",2011,0.003941692877560854,99.09118700027466,-0.002994172740727663
Metals,2001,0.003785664215683937,170.46432876586914,0.003785664215683937
Diversified Financials,2010,0.0035917386412620544,476.77559661865234,0.024102862924337387
Food,2001,0.003160320222377777,109.99726295471191,0.003160320222377777
Diversified Financials,2004,0.0025865891948342323,87.06897926330566,0.03451605839654803
Pharmaceuticals,2004,0.0025083759101107717,82.24061346054077,0.002508374396711588
"Electronics, Electrical Equipment",2000,0.0019900593906641006,220.8963737487793,0.0019900593906641006
Network and Other Communications Equipment,1997,0.0018429700285196304,153.85311126708984,0.0018429700285196304
Pharmaceuticals,2015,0.0011601504520513117,73.43835210800171,0.0011601508595049381
Commercial Banks,2020,0.0007077332586050034,200.0959259033203,-0.012541062664240599
Construction And Farm Machinery,2024,0.0,0.0,0.0
Beverage,2024,0.0,0.0,0.0
Network And Other Communications Equipment,2024,0.0,0.0,0.0
Chemicals,2024,0.0,0.0,0.0
Airlines,2025,0.0,0.0,0.0
Food Production,2025,0.0,0.0,0.0
"Computers, Office Equipment",2025,0.0,0.0,0.0
Semiconductors and Other Electronic Components,2025,0.0,0.0,0.0
Construction and Farm Machinery,2025,0.0,0.0,0.0
Health Care: Pharmacy and Other Services,2025,0.0,0.0,0.0
Beverages,2025,0.0,0.0,0.0
"Mining, Crude-Oil Production",2025,0.0,0.0,0.0
Network and Other Communications Equipment,2025,0.0,0.0,0.0
"Mail, Package and Freight Delivery",2025,0.0,0.0,0.0
Health Care: Medical Facilities,2025,0.0,0.0,0.0
Wholesalers: Electronics and Office Equipment,2025,0.0,0.0,0.0
Computer Software,2025,0.0,0.0,0.0
Apparel,2025,0.0,0.0,0.0
Wholesalers: Food and Grocery,2025,0.0,0.0,0.0
Household and Personal Products,2025,0.0,0.0,0.0
Pharmaceuticals,2002,-0.0002101896097883582,118.30315780639648,-0.00021018553525209427
Securities,2004,-0.0006815305823693052,93.79790687561035,-0.0006815305823693052
Pipelines,2017,-0.0009836438111960888,120.81588172912598,-0.0009836438111960888
"Scientific, Photographic and Control Equipment",2019,-0.002003421075642109,97.83661842346191,-0.002003421075642109
Telecommunications,1996,-0.0022198676015250385,58.749101638793945,-0.0022198676015250385
Entertainment,1998,-0.004326788824982941,144.8102035522461,-0.004326788824982941
Food & Drug Stores,2018,-0.004479939118027687,84.43782615661621,-0.004479939118027687
Food Consumer Products,2023,-0.004488619044423103,44.28869438171387,-0.004488619044423103
"Mail, Package, and Freight Delivery",2005,-0.005111467442475259,79.25295209884644,0.006093818694353104
Petroleum Refining,2018,-0.005499731283634901,104.29091143608093,0.019345372915267944
Securities,2010,-0.005653154104948044,131.42951774597168,-0.005653154104948044
Metals,2005,-0.0057843588292598724,83.93704223632812,-0.0057843588292598724
"Insurance: Life, Health (Stock)",2002,-0.0057906778529286385,132.74298191070557,-0.005790673312731087
Wholesalers,2023,-0.00647581834346056,68.2316677570343,0.02902146289125085
Insurance: Property and Casualty (Stock),2020,-0.006620287895202637,241.37681579589844,-0.006620287895202637
Energy,2015,-0.007760059088468552,119.53914833068848,-0.007760059088468552
General Merchandisers,2018,-0.007823656545951962,85.07998847961426,-0.007823656545951962
,2022,-0.008530873492212787,144.17261667709568,0.0
Chemicals,2022,-0.00918767973780632,116.76525497436523,-0.00918767973780632
"Insurance: Life, Health (Stock)",2023,-0.009812580747529864,93.3722095489502,-0.009812576323747635
Petroleum Refining,2009,-0.009905638018002113,151.87066904703775,0.00153299979865551
,1999,-0.010951496862197438,159.89265236487756,0.0
Food Consumer Products,2025,-0.01193287642672658,68.00458526611328,-0.01193287642672658
Food & Drug Stores,2022,-0.012364951893687248,140.0147476196289,-0.012364951893687248
Tobacco,2000,-0.013830226380378008,116.97335624694824,-0.013830226380378008
"Mail, Package, and Freight Delivery",2001,-0.013855217024683952,83.97409725189209,-0.013855217024683952
Food Consumer Products,2018,-0.01443121547345072,67.58540534973145,-0.01443121547345072
Food,1998,-0.015074810187797993,126.47599983215332,-0.006814099848270416
Entertainment,2004,-0.015941884252242744,105.1055760383606,-0.015941882506012917
Diversified Financials,2001,-0.016611401457339525,100.1449146270752,-0.07423409447073936
Network and Other Communications Equipment,2006,-0.017830906435847282,110.93007469177246,-0.017830906435847282
Entertainment,2005,-0.018969557364471257,60.67406368255615,-0.018969557830132544
Food Consumer Products,1999,-0.019895050674676895,126.37091255187988,-0.06346958968788385
"Mail, Package, and Freight Delivery",2000,-0.021304717287421227,151.3916893005371,-0.021304717287421227
Pharmaceuticals,2003,-0.021333295851945877,90.92336654663086,-0.021333297714591026
Commercial Banks,2002,-0.021859474619850515,149.9592300415039,-0.007750517688691616
Industrial and Farm Equipment,2002,-0.02190040424466133,133.80952072143555,-0.02190040424466133
"Mining, Crude-Oil Production",2024,-0.02230851911008358,58.51860809326172,-0.02230851911008358
Pharmaceuticals,2008,-0.02388087064900901,92.50920009613037,-0.02388087064900901
Forest and Paper Products,2002,-0.024884793907403946,124.20539283752441,-0.024884793907403946
"Insurance: Life, Health (Mutual)",2013,-0.025819170754402876,158.209716796875,-0.025819170754402876
